Logger task: logger
1671619812 | INFO  | tagionwave: Register: tagionwave logger
1671619812 | INFO  | heartbeat: Register: heartbeat logger
1671619812 | INFO  | heartbeat: Start the heart beat
1671619812 | INFO  | logsubscription: Register: logsubscription logger
1671619812 | INFO  | logsubscription: Start service port=10700 addresss=0.0.0.0
1671619812 | INFO  | local-tagion: Register: local-tagion logger
1671619812 | INFO  | logsubscriptionservice: Register: logsubscriptionservice logger
1671619812 | INFO  | logsubscriptionservice: Run SSLServiceAPI. Certificate=pem_files/domain.pem, ssl_options.private_key=pem_files/domain.key.pem
1671619812 | INFO  | responselogsubscriptionservice: Register: responselogsubscriptionservice logger
1671619813 | TRACE | local-tagion: owner_task_name local-tagion internal_task_name local-tagionnet
1671619813 | TRACE | local-tagion: Hashgraph pubkey=0295b8c19292f69f
1671619813 | INFO  | discovery: Register: discovery logger
1671619813 | INFO  | discovery-internal: Register: discovery-internal logger
1671619822 | TRACE | discovery-internal: AddressBook.opIndexAssign 0295b8c19292f69f:33
1671619823 | INFO  | discovery-internal: File Discovery started
1671619823 | TRACE | discovery-internal: update 1 0295b8c19292f69f
1671619826 | TRACE | discovery-internal: FILE NETWORK READY 11 < 11 (true) done = false
1671619826 | TRACE | local-tagion: Network discovered ready
1671619826 | TRACE | discovery-internal: FILE NETWORK READY 11 < 11 (true) done = false
1671619826 | TRACE | local-tagion: Start sync addressbook.numOfActiveNodes : 11
1671619826 | TRACE | local-tagion: Before sync ready addressbook.numOfActiveNodes : 11
1671619826 | INFO  | tagion.dart: Register: tagion.dart logger
1671619826 | INFO  | local-tagion: Received ctrl: LIVE
1671619826 | INFO  | dart.sync: Register: dart.sync logger
1671619826 | INFO  | dart.sync: DART file created with filename: /home/moonbase/tagion_network/data/dart-07.drt
1671619826 | INFO  | dart.sync: DART initialized with angle: (0, 0)
1671619826 | INFO  | dart.sync: DART bullseye: 
1671619826 | INFO  | local-tagion: Received ctrl: LIVE
1671619826 | TRACE | dart.sync: syncPool.start active 11 isReady true
1671619827 | ERROR | dart.sync: Connection failed with code: InternalError
1671619827 | ERROR | dart.sync: Connection failed with code: InternalError
1671619827 | ERROR | dart.sync: Connection failed with code: InternalError
1671619827 | ERROR | dart.sync: Connection failed with code: InternalError
1671619827 | ERROR | dart.sync: Connection failed with code: InternalError
1671619827 | ERROR | dart.sync: Connection failed with code: InternalError
1671619827 | ERROR | dart.sync: Connection failed with code: InternalError
1671619827 | ERROR | dart.sync: Connection failed with code: InternalError
1671619827 | ERROR | dart.sync: Connection failed with code: InternalError
1671619827 | ERROR | dart.sync: Connection failed with code: InternalError
1671619827 | ERROR | dart.sync: Connection failed with code: InternalError
1671619827 | ERROR | dart.sync: Connection failed with code: InternalError
1671619827 | ERROR | dart.sync: Connection failed with code: InternalError
1671619827 | ERROR | dart.sync: Connection failed with code: InternalError
1671619827 | ERROR | dart.sync: Connection failed with code: InternalError
1671619827 | ERROR | dart.sync: Connection failed with code: InternalError
1671619827 | ERROR | dart.sync: Connection failed with code: InternalError
1671619827 | ERROR | dart.sync: Connection failed with code: InternalError
1671619827 | ERROR | dart.sync: Connection failed with code: InternalError
1671619828 | ERROR | dart.sync: Connection failed with code: InternalError
1671619828 | ERROR | dart.sync: Connection failed with code: InternalError
1671619828 | ERROR | dart.sync: Connection failed with code: InternalError
1671619828 | ERROR | dart.sync: Connection failed with code: InternalError
1671619828 | ERROR | dart.sync: Connection failed with code: InternalError
1671619828 | ERROR | dart.sync: Connection failed with code: InternalError
1671619828 | ERROR | dart.sync: Connection failed with code: InternalError
1671619828 | ERROR | dart.sync: Connection failed with code: InternalError
1671619828 | ERROR | dart.sync: Connection failed with code: InternalError
1671619828 | ERROR | dart.sync: Connection failed with code: InternalError
1671619828 | ERROR | dart.sync: Connection failed with code: InternalError
1671619828 | ERROR | dart.sync: Connection failed with code: InternalError
1671619828 | ERROR | dart.sync: Connection failed with code: InternalError
1671619828 | ERROR | dart.sync: Connection failed with code: InternalError
1671619828 | ERROR | dart.sync: Connection failed with code: InternalError
1671619828 | ERROR | dart.sync: Connection failed with code: InternalError
1671619828 | ERROR | dart.sync: Connection failed with code: InternalError
1671619828 | ERROR | dart.sync: Connection failed with code: InternalError
1671619828 | ERROR | dart.sync: Connection failed with code: InternalError
1671619828 | ERROR | dart.sync: Connection failed with code: InternalError
1671619828 | ERROR | dart.sync: Connection failed with code: InternalError
1671619828 | ERROR | dart.sync: Connection failed with code: InternalError
1671619828 | ERROR | dart.sync: Connection failed with code: InternalError
1671619828 | ERROR | dart.sync: Connection failed with code: InternalError
1671619828 | ERROR | dart.sync: Connection failed with code: InternalError
1671619828 | ERROR | dart.sync: Connection failed with code: InternalError
1671619828 | ERROR | dart.sync: Connection failed with code: InternalError
1671619828 | ERROR | dart.sync: Connection failed with code: InternalError
1671619828 | ERROR | dart.sync: Connection failed with code: InternalError
1671619828 | ERROR | dart.sync: Connection failed with code: InternalError
1671619828 | ERROR | dart.sync: Connection failed with code: InternalError
1671619828 | ERROR | dart.sync: Connection failed with code: InternalError
1671619828 | ERROR | dart.sync: Connection failed with code: InternalError
1671619828 | ERROR | dart.sync: Connection failed with code: InternalError
1671619828 | ERROR | dart.sync: Connection failed with code: InternalError
1671619828 | ERROR | dart.sync: Connection failed with code: InternalError
1671619828 | ERROR | dart.sync: Connection failed with code: InternalError
1671619828 | ERROR | dart.sync: Connection failed with code: InternalError
1671619828 | ERROR | dart.sync: Connection failed with code: InternalError
1671619828 | ERROR | dart.sync: Connection failed with code: InternalError
1671619828 | ERROR | dart.sync: Connection failed with code: InternalError
1671619828 | ERROR | dart.sync: Connection failed with code: InternalError
1671619828 | ERROR | dart.sync: Connection failed with code: InternalError
1671619828 | ERROR | dart.sync: Connection failed with code: InternalError
1671619828 | ERROR | dart.sync: Connection failed with code: InternalError
1671619828 | ERROR | dart.sync: Connection failed with code: InternalError
1671619828 | ERROR | dart.sync: Connection failed with code: InternalError
1671619828 | ERROR | dart.sync: Connection failed with code: InternalError
1671619828 | ERROR | dart.sync: Connection failed with code: InternalError
1671619828 | ERROR | dart.sync: Connection failed with code: InternalError
1671619828 | ERROR | dart.sync: Connection failed with code: InternalError
1671619828 | ERROR | dart.sync: Connection failed with code: InternalError
1671619828 | ERROR | dart.sync: Connection failed with code: InternalError
1671619828 | ERROR | dart.sync: Connection failed with code: InternalError
1671619828 | ERROR | dart.sync: Connection failed with code: InternalError
1671619828 | ERROR | dart.sync: Connection failed with code: InternalError
1671619828 | ERROR | dart.sync: Connection failed with code: InternalError
1671619828 | ERROR | dart.sync: Connection failed with code: InternalError
1671619828 | ERROR | dart.sync: Connection failed with code: InternalError
1671619829 | ERROR | dart.sync: Connection failed with code: InternalError
1671619829 | ERROR | dart.sync: Connection failed with code: InternalError
1671619829 | ERROR | dart.sync: Connection failed with code: InternalError
1671619829 | ERROR | dart.sync: Connection failed with code: InternalError
1671619829 | ERROR | dart.sync: Connection failed with code: InternalError
1671619829 | ERROR | dart.sync: Connection failed with code: InternalError
1671619829 | ERROR | dart.sync: Connection failed with code: InternalError
1671619829 | ERROR | dart.sync: Connection failed with code: InternalError
1671619829 | ERROR | dart.sync: Connection failed with code: InternalError
1671619829 | ERROR | dart.sync: Connection failed with code: InternalError
